ID,name,team,kit_number
263945,Alberto Moreno,Atletico Madrid,28
263943,Javier Serrano,Atletico Madrid,26
261680,Gori,Espanyol,32
260340,Max Svensson,Espanyol,26
260085,Carlo Adriano García,Villarreal,38
259582,Isma Ruiz,Granada,26
258937,Aimar Oroz,Osasuna,30
258034,Toni Herrero,Levante,30
257110,Fran González,Atletico Madrid,38
254787,Pepe Sanchez,Granada,27
254123,Miguel Angel Leal,Villarreal,46
251757,Javi Gómez,Celta Vigo,37
245226,Gonçalo Cardoso,Real Betis,27
243034,Alfonso González,Celta Vigo,32
237871,Jordan Holsgrove,Celta Vigo,39
235521,Àlex Carbonell,Celta Vigo,42
264159,Iker Benito,Osasuna,33
264110,Javier Llabrés Expósito,Mallorca,34
264081,Pablo Gálvez,Mallorca,27
262260,Sergio Guerrero Romero,Atletico Madrid,32
260814,Edgar Sevikyan,Levante,44
260813,Giorgi Kochorashvili,Levante,46
260692,Iker Ortega,Rayo Vallecano,27
259747,Ibrahim Diabate,Mallorca,30
259581,Sergio Barcia,Granada,29
259524,Aitor Paredes,Athletic Club,31
259405,Antonio Zarzana,Sevilla,38
258730,Miguel Rodriguez,Celta Vigo,27
258485,Filip Jorgensen,Villarreal,35
258319,Nikita Iosifov,Villarreal,28
257992,Cheikh Kane Sarr,Granada,31
257350,Juan Flere,Cádiz,26
256049,Luis Enrique Carrasco Acosta,Cádiz,31
241488,Jon Sillero,Athletic Club,28
231474,Joao Costa,Granada,36
264161,Pablo Valencia,Osasuna,37
264098,Amankwaa Akurugu,Getafe,28
264092,Alan Godoy,Alavés,35
262935,Unai Rementeria,Athletic Club,27
260828,Raúl de Tomás,Rayo Vallecano,37
259530,Alfonso Pastor,Sevilla,33
258923,Arribas,Real Madrid,30
257248,Martín Solar,Granada,34
264160,Pablo Ibáñez,Osasuna,38
264096,Lluís Recasens,Espanyol,31
261251,David Santisteban,Sevilla,29
259531,Sergio Arratia,Rayo Vallecano,31
259419,Takuhiro Nakai,Real Madrid,31
258729,Gabriel Veiga,Celta Vigo,29
256058,Pablo Pérez Rico,Sevilla,26
246278,Manuel Navarro,Rayo Vallecano,31
245628,Abdelkabir Abqar,Alavés,26
240722,Gaizka Campos,Celta Vigo,26
264737,Álex Castroviejo,Elche,27
264175,Pedro Ortiz,Sevilla,34
264173,Iván Romero,Sevilla,36
264172,José Carmona,Sevilla,30
260969,Pablo Picón,Levante,26
260863,Ibrahim Suzuki,Valencia,31
260083,John Donald,Elche,26
253216,Adrián Rodríguez,Alavés,33
245599,Dario Ramos,Osasuna,36
264174,Juanlu Sanchez,Sevilla,32
264095,Hugo Sotelo,Celta Vigo,33
260195,John Finn,Getafe,30
260191,Mamor Niang,Getafe,31
258688,Lluis Andreu,Elche,28
246592,Ángel Algobia,Getafe,29
264097,Alex Rodríguez,Getafe,33
258689,Diego Bri,Elche,29
197655,Sebastián Coates,Sporting CP,4
229391,João Palhinha,Portugal,19
216547,Rafa,Portugal,15
210411,Otávio,Portugal,16
210035,Alejandro Grimaldo,Benfica,3
120533,Pepe,Portugal,3
240950,Pedro Gonçalves,Sporting CP,28
211990,Odisseas Vlachodimos,Greece,1
198950,Pablo Sarabia,Spain,22
192366,Nicolás Otamendi,Argentina,19
178086,Antonio Adán,Sporting CP,1
172871,Jan Vertonghen,Belgium,5
243576,Pedro Porro,Sporting CP,24
241788,Mehdi Taremi,FC Porto,9
214047,Mateus Uribe,FC Porto,8
201095,Agustín Marchesín,FC Porto,1
253124,Matheus Nunes,Portugal,28
253072,Darwin Núñez,Benfica,9
235688,Lucas Verissimo,Benfica,4
222716,Everton,Benfica,7
222028,Julian Weigl,Benfica,28
216531,Paulinho,Sporting CP,21
213516,Ricardo Horta,Braga,21
210897,Chancel Mbemba,FC Porto,19
208104,Matheus,Braga,1
257179,Gonçalo Inacio,Sporting CP,25
255253,Vitinha,FC Porto,20
239482,Wanderson Galeno,FC Porto,13
227890,Nuno Santos,Sporting CP,11
212213,Ricardo Esgaio,Sporting CP,47
205705,Zouhair Feddal,Sporting CP,3
256612,Evanilson,FC Porto,30
252308,Ali Mohamed Al Musrati,Braga,8
238896,Pepê,FC Porto,11
235619,Marcus Edwards,Sporting CP,23
234577,Diogo Costa,Portugal,22
232862,Shoya Nakajima,Portimonense,10
230625,Matheus Reis,Sporting CP,2
217546,Nuno Sequeira,Braga,5
211567,Gilberto,Benfica,2
210679,Paulo Oliveira,Braga,15
204341,Luís Neto,Sporting CP,13
193408,Haris Seferovic,Benfica,14
256958,Fabio Vieira,FC Porto,50
242380,Stephen Eustáquio,Canada,7
240702,Roman Yaremchuk,Ukraine,9
232099,Marko Grujic,FC Porto,16
222461,Rochinha,Guimaraes,16
216778,Rúben Semedo,FC Porto,35
213951,Helton Leite,Benfica,77
212230,Iuri Medeiros,Braga,45
211147,Valentino Lazaro,Austria,22
179605,Adel Taarabt,Benfica,49
20775,Ricardo Quaresma,Guimaraes,7
257290,Joao Mario,FC Porto,23
252143,Daniel Bragança,Sporting CP,68
251528,Zaidu Sanusi,FC Porto,12
246098,Vitor Tormena,Braga,3
244960,Bruno Costa,FC Porto,28
243656,Nemanja Radonjic,Benfica,23
238858,Bruno Tabata,Sporting CP,7
238857,Manafá,FC Porto,18
235210,Pedrinho,Gil Vicente,8
234826,Antonio Martínez,FC Porto,29
231390,Diogo Gonçalves,Benfica,17
225696,Murilo,Gil Vicente,77
217699,Islam Slimani,Sporting CP,9
217235,Zainadine Júnior,Marítimo,5
216466,Wendell,FC Porto,22
213917,Fabio Cardoso,FC Porto,2
205391,Souahilo Meïté,Benfica,11
194022,André Almeida,Benfica,34
193107,Paulo Victor,Marítimo,48
173521,Iván Marcano,FC Porto,5
256903,Gonçalo Ramos,Benfica,88
256008,Felipe Rodrigues,Benfica,91
253306,Manuel Ugarte,Sporting CP,15
251445,Samuel Lino,Gil Vicente,29
237000,Reggie Cannon,Boavista,2
235172,Ruben Vinagre,Sporting CP,16
234575,Diogo Leite,Braga,4
219754,Bruno Varela,Guimaraes,14
198513,Cláudio,FC Porto,14
184606,Fabio Pacheco,Moreirense,6
178424,Vitorino Antunes,Paços de Ferreira,5
257234,Yanis Hamache,Boavista,25
251681,Jobson Maracás,Paços de Ferreira,6
251616,David Carmo,Braga,16
247138,Fran Navarro,Gil Vicente,9
244797,Petar Musa,Boavista,9
242087,Hidemasa Morita,Santa Clara,25
239872,Pablo,Moreirense,28
239250,Abel Ruiz,Braga,9
234935,Talocha,Gil Vicente,31
233585,Lincoln,Santa Clara,10
232296,Fahd Moufi,Portimonense,18
231545,Miguel Silva,Marítimo,1
229683,Rodrigo Pinho,Benfica,18
229556,Allano,Santa Clara,7
229453,Gil Dias,Benfica,31
228761,Oscar Estupiñan,Guimaraes,19
227819,Samuel Portugal,Portimonense,94
226877,Ivo,FC Famalicao,7
226370,André Horta,Braga,10
225363,Ruben Lameiras,Guimaraes,8
224921,Adrián Marín,FC Famalicao,5
184133,André Castro,Braga,88
176630,Marco,Santa Clara,99
261050,Francisco Conceição,FC Porto,10
258786,Zé Carlos,Gil Vicente,2
257899,Kanya Fujimoto,Gil Vicente,10
251901,Willyan Sotto,Portimonense,4
251438,Nuno Santos,Paços de Ferreira,77
246070,Iván Jaime,Famalicão,10
241976,Tiago Sá,Braga,12
241708,Modibo Sagnan,Tondela,5
239950,Pepe,Famalicão,88
239875,Bebeto,Tondela,23
238856,Pedro Sá,Portimonense,21
233329,Mikel Villanueva,Santa Clara,3
231652,Simon Banza,Famalicão,17
225456,Joel,Marítimo,95
224538,Pedro Nuno,Belenenses,7
218936,Rafa,Guimaraes,5
212406,Jordi,Paços de Ferreira,1
204731,Joãozinho,Estoril,31
200984,Rafael Martins,Moreirense,99
186935,Claudemir,Vizela,6
161754,Javi García,Boavista,6
262430,Kiko Bondoso,Vizela,10
257827,Matous Trmal,Guimaraes,29
252144,Eduardo Quaresma,Tondela,72
252038,Romário Baró,Estoril,58
251503,Mateus,Moreirense,14
248386,Gustavo Assunção,FC Famalicao,12
247729,Andre Almeida,Guimaraes,70
246388,Nahuel Ferraresi,Estoril,28
244377,Toni Borevkovic,Guimaraes,4
242359,Jorge Fernandes,Guimaraes,44
242181,Neto Borges,Tondela,3
241696,Hernán De La Fuente,FC Famalicao,22
239441,Jordi Mboula,Estoril,7
238507,Fernando Fonseca,Paços de Ferreira,29
236555,Guilherme Schettine,Vizela,95
230601,Cryzan,Shandong Taishan,9
229496,Marco Baixinho,Paços de Ferreira,2
228782,Joao Gamboa,Estoril,21
228650,Francisco Geraldes,Estoril,6
223495,Iván Rossi,Marítimo,15
223302,Samu,Vizela,20
215496,Mansur,Santa Clara,6
213746,Arsénio,Arouca,8
212474,Tiago Silva,Guimaraes,88
211561,Cassiano,Vizela,9
210377,João Carlos Teixeira,FC Famalicao,28
209828,Carlinhos,Portimonense,76
204737,Salvador,Tondela,7
200683,Osama Jabbar,Vizela,7
194781,Renan Ribeiro,Sporting CP,40
193870,Pedro Trigueira,Tondela,88
192156,Rúben Lima,Famalicão,3
178571,Rafael Bracali,Boavista,1
148403,Luiz Carlos,Paços de Ferreira,22
263829,Vitor Oliveira,Braga,99
262435,Thales,Arouca,72
262414,André Franco,Estoril,10
258889,Nathan,Boavista,22
258885,Luiz Júnior,Famalicão,31
258698,Afonso Sousa,Belenenses,10
257293,Sphephelo Sithole,Belenenses,8
255371,Marcos Paulo,FC Famalicao,9
252150,Patrick,Estoril,97
251994,Tiago Esgaio,Arouca,31
251990,Luquinha,Portimonense,20
244006,Lucas Áfrico,Estoril,4
243401,André Vidigal,Marítimo,7
241829,Lucas Cunha,Gil Vicente,3
241790,Alireza Beiranvand,Boavista,90
240730,Kévin Zohi,Vizela,22
239446,Helder Castro,Paços de Ferreira,7
237670,Bruno Xadas,Marítimo,17
236924,Bruno Wilson,Vizela,3
236505,Artur Jorge,Moreirense,4
235955,Rafik Guitane,Marítimo,8
235782,Lucas Mineiro,Braga,25
235662,Abdul Mumin,Guimaraes,6
235570,Gaïus Makouta,Boavista,42
235002,Lazar Rosic,Moreirense,3
233884,Charles Pickel,FC Famalicao,6
232388,Vítor Costa,Marítimo,94
231868,Leonardo Ruiz,Estoril,18
230027,Leandro Silva,Arouca,21
229889,André Bukia,Arouca,10
229319,Jhonder Cádiz,FC Famalicao,29
229255,Charles,Vizela,87
226278,António Xavier,Estoril,92
223818,João Afonso,Santa Clara,5
216580,Cláudio Winck,Marítimo,2
215665,Filipe Ferreira,Boavista,20
213557,João Pedro,Tondela,8
204401,Diogo Figueiras,FC Famalicao,90
199848,Pedro Moreira,Arouca,20
186568,Marcos Paulo,Vizela,17
264022,Gonçalo Esteves,Sporting CP,87
262429,Matheus Costa,Marítimo,4
262417,Daniel Figueira,Estoril,99
262413,Carles Soria,Estoril,2
259075,Yan Couto,Braga,2
258356,Pedro Henrique,Portimonense,44
258350,Lucas Silva,Paços de Ferreira,23
255471,Carvalho,Gil Vicente,21
253276,Rodrigo Abascal,Boavista,26
252830,Bruno Duarte,Guimaraes,9
252577,João Ferreira,Guimaraes,23
252095,Riccieli,FC Famalicao,15
251450,Henrique Gomes,Gil Vicente,55
248831,Mohamed Lamine Diaby,Paços de Ferreira,24
247288,Ibrahima Camará,Moreirense,8
244020,André Ferreira,Paços de Ferreira,13
243918,Diogo Mendes,Marítimo,16
243270,Heriberto Tavares,FC Famalicao,91
242389,Rafael Barbosa,Tondela,70
239922,Rui Costa,Santa Clara,77
239641,Alfa Semedo,Guimaraes,30
239303,Yusupha Njie,Boavista,11
237198,Antoine Leautey,Gil Vicente,11
236630,Walterson,Moreirense,7
236255,Joao Basso,Arouca,13
234627,Yan,Moreirense,11
232228,Daniel,Tondela,29
231688,Thibang Phete,Belenenses,21
228589,Raphael Guzzo,Vizela,8
225402,Bruno Gaspar,Guimaraes,3
215557,Denílson,Paços de Ferreira,10
214606,Sebastián Pérez,Boavista,24
214313,Juan Delgado,Paços de Ferreira,15
213694,Kenji Gorré,Boavista,7
213582,Alan Ruíz,Arouca,22
208523,Stefano Beltrame,Marítimo,10
199051,Yohan Tavares,Belenenses,32
196881,José Manuel Velázquez,Arouca,4
192528,Steven Vitória,Canada,5
190782,Sandro,Belenenses,30
183518,Rui Fonte,Estoril,17
163083,Rolando,Braga,6
18115,Rúben Fernandes,Gil Vicente,26
264427,Juan Manuel Boselli,Tondela,11
263439,Paulo Bernardo,Benfica,55
263238,Sayedpayam Niazmand,Portimonense,12
262932,Henrique,Marítimo,93
262412,Rosier Loreintz,Estoril,32
260740,Jackson Porozo,Boavista,21
259771,Léo Andrade,Marítimo,66
258328,Kewin,Moreirense,1
254258,Nilton Varela Lopes,Belenenses,5
254225,Anderson Oliveira,Portimonense,11
252291,Pedro Augusto,Tondela,6
251615,Moura,Braga,74
248811,Bruno Lourenco,Estoril,20
248004,Andrei Chindris,Santa Clara,15
246974,Diogo Mendes,Belenenses,2
243055,Rafael Camacho,Belenenses,64
242448,André Silva,Arouca,7
242406,André Clóvis,Estoril,9
240943,Bilel Aouacheria,Gil Vicente,7
239919,Koffi Kouao,Vizela,39
239814,Dylan Batubinsika,FC Famalicao,19
237435,Ryotaro Meshino,Estoril,26
236800,Iván Angulo,Portimonense,70
236673,Pedro Marques,FC Famalicao,25
234164,China,Marítimo,45
233870,Ricardo Alves,Tondela,34
232562,Kosuke Nakamura,Portimonense,32
230872,Mile Svilar,Benfica,1
229501,Victor Braga,Arouca,1
229361,Iker Undabarrena,Tondela,21
222840,Racine Coly,Estoril,14
222358,Oscar Barreto,Santa Clara,20
220693,João Afonso,Gil Vicente,6
201186,Ivo Goncalves,Vizela,84
194956,Edgar Costa,Marítimo,12
263897,Filipe Relvas,Portimonense,22
263232,Luiz Felipe,Belenenses,1
263059,Tomás Händel,Guimaraes,76
262985,Nuno Moreira,Vizela,79
262438,Mateus Quaresma,Arouca,6
262426,Mohamed Aidara,Vizela,25
260121,André Amaro,Guimaraes,13
259094,Ali Alipour,Marítimo,9
258598,Naoufel Khacef,Tondela,24
257265,Matheus Silva,Moreirense,13
257162,Fabiano,Braga,70
251669,Rui Pires,Paços de Ferreira,26
251504,Sori Mané,Moreirense,16
251232,Jorge Silva,Paços de Ferreira,21
248833,Uilton,Paços de Ferreira,9
246866,Pedro Pelágio,Marítimo,60
246093,André Luis,Moreirense,9
238345,Kyosuke Tagawa,Santa Clara,27
238079,Bruno Nascimento,FC Famalicao,11
237704,João Virgínia,Sporting CP,31
236046,Ivan Zlobin,FC Famalicao,1
234576,Diogo Queirós,FC Famalicao,2
234379,Thiago,Estoril,12
233840,Kouassi Eboue,Arouca,18
231266,Nicolas Janvier,Guimaraes,98
229890,Emmanuel Hackman,Gil Vicente,5
229473,João Costa,Santa Clara,11
229147,Joao Vigario,Paços de Ferreira,27
218614,Clésio Bauque,Marítimo,24
216815,Flavio,Paços de Ferreira,32
213878,Welinton Júnior,Portimonense,93
213795,Kiki,Vizela,24
212374,Jefferson,Moreirense,35
212367,Igor Julião,Vizela,14
208391,Richard Ofori,Vizela,37
207943,Ewerton,Portimonense,7
205846,David Bruno,Estoril,22
205185,Tiago Ilori,Boavista,4
202350,Fabrício,Portimonense,9
201512,Pierre Sagna,Santa Clara,95
197681,Giannelli Imbula,Portimonense,25
192636,David Simão,Arouca,5
189530,Sílvio,Guimaraes,28
263670,Bernardo Vital,Estoril,3
263669,Gilson Tavares,Estoril,90
263653,Miguel Maga,Guimaraes,62
263566,Rodrigo Conceição,Moreirense,2
263366,Alioune Ndour,Belenenses,18
261531,Názinho,Sporting CP,71
256918,Tiago Melo Almeida,Tondela,19
256044,Pedro Miguel Amador,Moreirense,18
252470,Matchoi Djoló,Paços de Ferreira,16
252407,João Paulo Marques Gonçalves,Tondela,4
252285,Alex Méndez,Vizela,19
251436,Tiago Dantas,Tondela,28
250962,Andrija Lukovic,Belenenses,11
246275,Javier Avilés,Tondela,10
241765,Chima Akas,Belenenses,27
238987,Kennedy Boateng,Santa Clara,4
235225,Pité,Arouca,14
234049,Babacar Niasse,Tondela,99
225146,Sessi D'Almeida,Tondela,20
204826,Abdoulaye Ba,Arouca,53
263673,Andrew Da Silva Ventura,Gil Vicente,42
263633,Or Dasa,Arouca,19
262584,Ivan Dolcek,FC Famalicao,21
262439,Fernando Castro,Arouca,97
259170,Rodrigo Martins Gomes,Braga,57
259067,André Paulo,Sporting CP,22
259054,Tiago Morais,Boavista,73
255524,Danny Henriques,Belenenses,14
251486,Nené,Santa Clara,21
243650,David Tavares,Famalicão,20
243155,Manu,Tondela,15
241946,Trova Boni,Belenenses,33
239999,Pedro Silva,Vizela,1
238736,Renat Dadachov,Tondela,17
234635,Nikola Jambor,Moreirense,25
232117,Julien Da Costa,Portimonense,29
229498,Paulo Henrique,Santa Clara,16
213646,Miguel Oliveira,Moreirense,36
212693,Tim Soderstrom,Marítimo,27
184142,Marco Soares,Arouca,60
266849,Marcelo Alves,Tondela,33
263634,Guilherme Borges Guedes,Guimaraes ,22
263574,Ricardinho,Santa Clara,98
263495,Vitor Eudes,Marítimo,98
263255,Godfried Frimpong,Moreirense,23
263144,Henrique Jocú,Portimonense,6
262437,Brunao,Arouca,3
261689,Helder Sá,Guimaraes,91
258642,Nuno Lima,Paços de Ferreira,3
258596,Gonçalo Franco,Moreirense,88
258386,Derik Lacerda,Moreirense,27
257159,Luís Santos,Boavista,77
256893,Kibe,Marítimo,20
256830,Johan Mina,Estoril,77
252310,Miguel Reisinho,Boavista,10
251449,Brian Araújo,Gil Vicente,12
248572,Pedro Brazão,FC Famalicao,8
242390,Tomas Mascarenhas,Boavista,14
239902,Salo Agrelos,Belenenses,38
239657,Ricardo Fernandes,Santa Clara,1
232090,Giorgi Aburjania,Gil Vicente FC,15
213801,Ruben Oliveira,Santa Clara,14
263810,Pedro Malheiro,Boavista,79
263671,Luciano Vega,Estoril,34
263659,Herculano Nabian,Guimaraes,79
263643,Rafa Santos,Belenenses,20
263239,Renato Júnior,Portimonense,91
258936,Lukas Hornicek,Braga,91
258917,Francisco Teixeira,Belenenses,19
257083,Junior Morau Kadile,FC Famalicao,14
255829,Shuhei Kawasaki,Portimonense,13
252391,Rúben Fonseca,Braga,89
252080,Rúben Ramos,Moreirense,66
251995,João Gonçalves,Boavista,99
243610,Rodolfo Cardoso,Santa Clara,97
234955,Andrés Sarmiento,Vizela,29
267445,Patrick Machado,Santa Clara,92
263947,Antony Alves Santos,Arouca,27
263898,Sana Gomes,Portimonense,26
263645,Jorge Xavier,Belenenses,13
263547,Dalberson,FC Famalicao,13
263342,Volnei Feltes,Estoril,5
260167,Bruno Rodrigues,Braga,86
259325,Jefferson,Moreirense,37
259018,Diogo Silva,Gil Vicente,4
258919,Moises Castillo Mosquera,Marítimo,3
258360,Julio Rodrigues Romao,Santa Clara,19
255114,Tomás Castro,Belenenses,49
253919,Jeriel De Santis,Boavista,27
253380,Luca Van Der Gaag,Belenenses,92
252471,Abbas Ibrahim,Paços de Ferreira,8
240951,Boubacar Hanne,Gil Vicente,17
263234,Pedro Teixeira,Marítimo,96
262268,Guilherme,Braga,42
257194,Arcanjo,Tondela,80
255255,Paulo Estrela,Portimonense,38
245334,Joao Caiado,Gil Vicente,20
244600,Jordan van der Gaag,Belenenses,23
226832,Juan José Calero,Gil Vicente,19
266889,Noa Cervantes,Paços de Ferreira,19
266507,Alejandro Alvarado Jr.,Vizela,70
263623,Hugo Oliveira,Vizela,2
261883,Kuku Emmanuel Fidelis,Vizela,69
261777,César Sousa,Belenenses,16
258450,Luís Bastos,Paços de Ferreira,20
255391,Eugenio Pizzuto,Braga,41
255290,João Monteiro,Belenenses,12
233408,Guo Tianyu,Vizela,18
213648,Pierre-Emile Hojbjerg,Tottenham Hotspur,5
246929,Gerson Rodrigues,Dynamo Kyiv,22
231352,Tammy Abraham,AS Roma,9
223297,Carraça,Belenenses,17
254905,Indiana Vassilev,Inter Miami CF,17
252477,Josh Oluwayemi,Tottenham Hotspur,73
251345,Archie Mair,Norwich City,39
245023,Petar Micin,Udinese,29
212623,Santi Mina,Celta Vigo,22
262498,Alex Petxarromán,Athletic Club,2
245639,André Anderson,Lazio,28
236837,Nicolás Schiappacase,Sassuolo,99
264170,Luis López,Real Madrid,26
263355,Robin Friedrich,RB Leipzig,50
230665,Gustavo Sauer,Boavista,8
234119,Lucas Fernandes,Portimonense,8
224891,Rafael Ramos,Santa Clara,2
238862,Lucas Possignolo,Portimonense,3
214947,Jean-Philippe Gbamin,Everton,25
259184,Rodrigo Vilca,Newcastle United,37
257207,Martin Svidersky,Manchester United,68
260654,Alex Kirk,Arsenal,54
242787,Elijah Dixon-Bonner,Liverpool,45
243391,Iker Pozo,Manchester City,66
256216,Mbule Longelo Emmanuel,West Ham United,56
250814,Shae Hutchinson,Norwich City,48
247622,Bernardo Rosa,West Ham United,44
201938,Anthony Limbombe,Nantes,17
258031,Florian Palmowski,Hertha Berlin,38
251301,Julian Albrecht,Hertha Berlin,39
244364,Gabriel Brazão,Internazionale,99
184134,Fernando,Sevilla,25
258185,Luis Carbonell,Real Madrid,29
203038,Lucas Piazon,Braga,11
236303,Jean,Gil Vicente,25
263072,Filipe Cardoso,Marítimo,40
262440,Yaw Moses,Arouca,17
213699,Ashley Fletcher,New York Red Bulls,20
241435,Khanya Leshabela,Leicester City,40
242639,Shane Flynn,Leicester City,43
261134,Marqes Muir,Tottenham Hotspur,68
262785,Brad Young,Leicester City,61
211461,Luiz Phellype,Santa Clara,29
228810,Joseph Amoah,Guimaraes,15
251534,Eduardo Kau,Belenenses,44
240882,Miguel Angelo Moreira,Guimaraes,68
263281,Jordi Bongard,Borussia Monchengladbach,48
236527,Santiago Cáseres,Vélez Sarsfield,35
252598,Sergio Lozano,Villarreal,29
248070,José María Relucio Gallego,Levante,35
236239,Alfie Whiteman,Degerfors IF,1
193348,Xherdan Shaqiri,Chicago Fire FC,10
233767,Sofiane Alakouch,Lausanne Sports,23
254840,Strahinja Pavlovic,FC Basel,15
248661,Cheikh Niasse,Young Boys,20
215556,Edimilson Fernandes,Young Boys,11
184789,Ádám Szalai,Hungary,11
259249,Caden Clark,New York Red Bulls,37
259165,Joscha Wosz,Hallescher FC,39
185431,Nikola Kalinic,Hajduk Split,9
215810,Cristiano Lombardi,Lazio,93
253130,Robert Navarro,Real Sociedad II,24
261580,Teddy,Atletico Madrid,30
226706,Felipe Pires,Moreirense,10
263973,Luís Mota,Belenenses,15
223154,Ozan Tufan,Fenerbahce,7
226078,Trézéguet,Istanbul Basaksehir,27
266873,Finley Burns,Swansea City,30
246387,Mathías Suárez,Montpellier,22
245865,Stefan Bajic,Pau,50
247508,Metehan Guclu,Stade Rennais,19
239747,Sergio Córdova,Real Salt Lake,11
259335,Emrehan Gedikli,Trabzonspor,37
242454,Maurice Covic,Hertha Berlin,46
263038,Martin Pecar,Austria Vienna,11
213629,Erick Pulgar,Galatasaray,15
219496,Simy,Parma,99
240099,Kevin Ruegg,FC Lugano,27
190697,Stefan Strandberg,Norway,52
199053,Riccardo Bocalon,Venezia,24
221332,Guido Guerrieri,Salernitana,34
259355,Steeve-Mike Eboa Ebongue,Genoa,99
252916,Ignacio Ramon,Elche,37
197965,Pizzi,Istanbul Basaksehir,20
243686,Chiquinho,Giresunspor,22
184139,Ricardo Ferreira,Portimonense,1
247258,Lawrence Ofori,FC Famalicao,80
252827,João Pedro,Paços de Ferreira,45
225748,Todd Cantwell,Bournemouth,14
222514,Freddie Woodman,Bournemouth,1
240926,Nathaniel Phillips,Bournemouth,2
200478,Jeff Hendrick,Queens Park Rangers,27
192317,Jed Steer,Luton Town,25
243608,Ryan John Giles,Blackburn Rovers,28
243828,Matthew Longstaff,Mansfield Town,44
243675,Kjell Scherpen,KV Oostende,1
243057,Neco Williams,Fulham,20
234679,Philippe Sandler,Feyenoord Rotterdam,13
254088,Amad Diallo,Rangers,9
242908,Jack Clarke,Sunderland,25
241523,Marcus Forss,Hull City,44
228997,Charles Goode,Sheffield United,26
233442,Jordi Osei-Tutu,Rotherham United,7
251198,Ellis Simms,Heart of Midlothian,20
246402,Mads Bidstrup,FC Nordsjaelland,18
233051,Luke Bolton,Salford City,24
258932,Louie Barry,Swindon Town,19
244196,Dominic Thompson,Ipswich Town,22
240803,Josh Felix-Eppiah,Northampton Town,21
238189,Tariq Uwakwe,Crewe Alexandra,37
261335,Kaine Kesler,Milton Keynes Dons,29
260142,Ryan Alebiosu,Crewe Alexandra,2
259096,Tim Akinola,Dundee United,15
254243,Elliot Anderson,Bristol Rovers,12
253095,Reece Devine,Walsall,30
245076,Luka Racic,Brentford,32
240175,Bruno Jordão,Grasshoppers,20
261133,Nile John,Charlton Athletic,12
260723,Robert Street,Newport County,11
258529,Vontae Daley-Campbell,Dundee,22
246092,Ali Reghba,Leicester City,44
242297,Andreas Söndergaard,Wolverhampton Wanderers,62
259430,Marcelo,Liverpool,97
248711,Allan Tchaptchet,Grenoble,21
165229,Laurent Koscielny,Bordeaux,6
222715,Otávio,Bordeaux,5
235161,Josh Maja,Stoke City,33
238504,Amine Bassi,Barnsley,27
208862,Jimmy Giraudon,Leganés,15
254849,Youssouph Badji,Royal Charleroi SC,10
247335,Wilson Isidor,Lokomotiv Moscow,19
243642,Warren Tchimbembé,Mirandés,12
241445,Nelson Sissoko,US Quevilly,2
190530,Thomas Fontaine,AS Nancy Lorraine,20
256731,Jean-Phillipe Krasso,AC Ajaccio,17
240434,Jordan Tell,Grenoble,24
234614,Levi Lumeka,Troyes,32
260159,Loris Mouyokolo,Lorient,4
259806,Florent Da Silva,Lyon,28
222209,Gabriel Mutombo Kupa,Troyes,13
262709,Malcom Bokele Mputu,Bordeaux,34
259117,Ayodeji Stotona,Brentford,35
247248,Moustapha Mbow,Nimes,29
239145,Eden Massouema,Troyes,36
260990,Rocco Ascone,FC Nordsjaelland,36
218534,Sargis Adamyan,Club Brugge,9
236947,Jordan Torunarigha,KAA Gent,20
230564,Mijat Gacinovic,Panathinaikos,50
192445,Daniel Ginczek,Fortuna Düsseldorf,10
233097,Rick Van Drongelen,KV Mechelen,34
203568,Pawel Wszolek,Legia Warsaw,13
244280,Adrian Fein,Dynamo Dresden,14
209818,Joshua Brenet,FC Twente,20
206109,Raman Chibsah,VfL Bochum,13
258330,Alkhaly Momo Cissé,Wisla Krakow,71
246401,Fabrice Hartmann,TSV Eintracht Braunschweig,18
257082,Marius Liesegang,Dynamo Dresden,31
256392,Alou Kuol,SV Sandhausen,29
186561,Aaron Ramsey,Rangers,16
222943,Jony,Sporting Gijón,9
246960,Mohamed Ihattaren,Ajax Amsterdam,27
137506,Goran Pandev,Parma,27
240017,Andreas Skov Olsen,Club Brugge,7
220466,Federico Mattiello,Atalanta,14
211385,Riza Durmisi,Sparta Rotterdam,12
161805,Valon Behrami,Genoa,11
198136,Antonino Ragusa,Lecce,7
206042,Jacopo Dezi,Venezia,6
247076,Christian Oliva,Talleres (Córdoba),17
235242,Daan Heymans,Royal Charleroi SC,18
236378,Alessandro Plizzari,Lecce,22
235261,Luka Bogdan,Salernitana,26
191068,Gianmarco Zigoni,Venezia,39
257349,Riccardo Ladinetti,Cagliari,35
240906,Bobby Adekanye,Crotone,11
264402,Flavio Junior Bianchi,Genoa,24
230940,Cedric Gondo,Salernitana,15
257217,Gianmarco Cangiano,Crotone,74
253120,Ben Lhassine Kone,Crotone,10
239592,José Macías,Guadalajara,7
192667,Allan Nyom,Leganés,22
231640,Javi Ontiveros,Fuenlabrada,20
233075,Jon Garrido,Mirandés,18
241933,Monchu,Real Valladolid,8
263230,Milutin Osmajic,Cádiz,29
246928,Iván Martín,Girona,12
237156,Moussa Wagué,Barcelona,42
235623,Álvaro Jiménez,UD Ibiza,19
215213,Axel Werner,Arsenal Sarandi,1
246044,Andrés Martín,Tenerife,20
